SQL Statements,Modified_Statements,Missing Type,Missing Element,Error Position,Query Length,Query Type
SELECT  CAST(score AS FLOAT) AS scoreNum FROM  [823].[CGbigill5x_asgff],SELECT  CAST(score AS FLOAT) AS  FROM  [823].[CGbigill5x_asgff],Missing Column,scoreNum,{'scoreNum': 6},71,SELECT
"SELECT  cast(date + ' ' + time as datetime) as timestamp,  location,  event_knots,  current_intensity FROM  [1052].[Pile Point Currents 00-11.txt] ORDER BY  cast(date + ' ' + time as datetime)",No modification,N/A,N/A,{},192,SELECT
"SELECT  cast( datepart(hour,  binid) as varchar(2)) + ':00' as hour,  binid as timestamp,  salinity as salinity,  fluorescence,  transmission,  [(O2/Ar)sat] as oxygen_sat,  pop as seaflow_pop,  conc as seaflow_conc,  chl_big as seaflow_chl,  fsc_big as seaflow_fsc,  pe as seaflow_pe FROM  [1314howe].[SDS and Seaflow Joined with Biological productivity] ORDER BY  binid asc","SELECT  cast((hour,  binid) as varchar(2)) + ':00' as hour,  binid as timestamp,  salinity as salinity,  fluorescence,  transmission,  [(O2/Ar)sat] as oxygen_sat,  pop as seaflow_pop,  conc as seaflow_conc,  chl_big as seaflow_chl,  fsc_big as seaflow_fsc,  pe as seaflow_pe FROM  [1314howe].[SDS and Seaflow Joined with Biological productivity] ORDER BY  binid asc",Missing Function,datepart,{'datepart': 3},373,SELECT
"SELECT  cast(substring('008573', 1, 3) as integer)",No modification,N/A,N/A,{},50,SELECT
"SELECT cast (M1ratio as float) as M1ratio, cast (T1D3ratio as float) as T1D3ratio, cast (T1D5ratio as float) as T1D5ratio, cast (mean as float) as mean"," cast (M1ratio as float) as M1ratio, cast (T1D3ratio as float) as T1D3ratio, cast (T1D5ratio as float) as T1D5ratio, cast (mean as float) as mean",Missing Keywords,SELECT,{'SELECT': 1},151,SELECT
"select * FROM  [1314howe].[Vizlet Scores] s ,  [1314howe].[vizlets_21nov11_10h12m18s_data_features.csv] d WHERE  d.query_string_hash = s.sql_query_hash AND  s.x_col_name = d.x_col_name AND  s.y_col_name = d.y_col_name AND  x_gap_variance < 100 ORDER BY  score desc"," * FROM  [1314howe].[Vizlet Scores] s ,  [1314howe].[vizlets_21nov11_10h12m18s_data_features.csv] d WHERE  d.query_string_hash = s.sql_query_hash AND  s.x_col_name = d.x_col_name AND  s.y_col_name = d.y_col_name AND  x_gap_variance < 100 ORDER BY  score desc",Missing Keywords,select,{'select': 1},264,SELECT
"select [crystals?],  count(x.[protein code-1]) from [xstal_tracker.csv] x join proteins_cleaved_pdb p on (p.ssgcidid = x.[protein code-1]) where x.[Initial trials set up] <> '' and CONVERT(DATETIME,  x.[Initial trials set up]) < '05-01-2011' group by [crystals?]"," [crystals?],  count(x.[protein code-1]) from [xstal_tracker.csv] x join proteins_cleaved_pdb p on (p.ssgcidid = x.[protein code-1]) where x.[Initial trials set up] <> '' and CONVERT(DATETIME,  x.[Initial trials set up]) < '05-01-2011' group by [crystals?]",Missing Keywords,select,{'select': 1},262,SELECT
"SELECT  * --max(salary),  min(salary),  avg(salary),  count(*) FROM  ( SELECT  Name,  [Job Title] as job_title, [2010 Gross Earnings] as salary FROM  [1314howe].[uw_salaries_2011.txt] ) x WHERE  job_title like '%RESEAR%SR' --AND  job_title not like '%APL%' --AND  salary > 100000 --ORDER BY  salary desc","SELECT  * --(salary),  min(salary),  avg(salary),  count(*) FROM  ( SELECT  Name,  [Job Title] as job_title, [2010 Gross Earnings] as salary FROM  [1314howe].[uw_salaries_2011.txt] ) x WHERE  job_title like '%RESEAR%SR' --AND  job_title not like '%APL%' --AND  salary > 100000 --ORDER BY  salary desc",Missing Function,max,{'max': 3},303,SELECT
"SELECT  DISTINCT Column1,  GOSlim_bin FROM  [1123].[Piura_v1_uniprot_sprot_sql.tab]p left join [1045].[UniprotProtNamesReviewed_yes20130610]sp on p.Column3=sp.SPID left join [1123].[SPID and GO Numbers]go on p.Column3=go.SPID left join [1123].[GO_to_GOslim]slim on go.GOID=slim.GO_id where aspect like 'P'",No modification,N/A,N/A,{},305,SELECT
"select distinct a.fullname,  p.id as pubID from field f,  author a,  publication p where f.p='author' and f.k=p.id and f.v=a.fullname"," distinct a.fullname,  p.id as pubID from field f,  author a,  publication p where f.p='author' and f.k=p.id and f.v=a.fullname",Missing Keywords,distinct,{'distinct': 2},133,SELECT
SELECT  * FROM  [1314howe].[uw_employees_dept.csv] WHERE  email = '1267',No modification,N/A,N/A,{},72,SELECT
SELECT  * FROM  [412].[distinct 1341genome peptides] LEFT JOIN  [412].[Prophet_2014_Sept_08_BeringSea54.pep.xls] ON [412].[distinct 1341genome peptides].peptide=[412].[Prophet_2014_Sept_08_BeringSea54.pep.xls].peptide54,No modification,N/A,N/A,{},219,SELECT
"SELECT  geokey.[Bottom Depth (m)] ,  nutrients.* ,  1341ls.[Tot.Fe.nM.] ,  1341ls.[Stdev..Fe.] ,  1341ls.[Tot.Cu.nM.] ,  1341ls.[Stdev..Cu.] ,  1341ls.[Tot.Mn.nM.] ,  1341ls.[Stdev.Mn.] ,  1341ls.[Tot.Zn.nM.] ,  1341ls.[Stdev..Zn.] ,  CASE WHEN [X..NO3..] <> 0 THEN [Tot.Fe.nM.]/[X..NO3..] ELSE NULL END AS Fe_NO3_Ratio FROM  [446].[GeoMICS_key.csv] geokey ,  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] as 1341ls ,  [446].[V2_LineP_nutrients_formatted.csv] as nutrients WHERE  1341ls.station = nutrients.station AND  1341ls.[Depth..m.] = nutrients.[Depth..m.]","SELECT  geokey.[Bottom Depth (m)] ,  nutrients.* ,  1341ls.[Tot.Fe.nM.] ,  1341ls.[Stdev..Fe.] ,  1341ls.[Tot.Cu.nM.] ,  1341ls.[Stdev..Cu.] ,  1341ls.[Tot.Mn.nM.] ,  1341ls.[Stdev.Mn.] ,  1341ls.[Tot.Zn.nM.] ,  1341ls.[Stdev..Zn.] ,  CASE WHEN [X..NO3..] <> 0 THEN [Tot.Fe.nM.]/[X..NO3..] ELSE NULL END AS Fe_NO3_Ratio FROM  [446].[GeoMICS_key.csv] geokey ,  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] as 1341ls ,  [446].[V2_LineP_nutrients_formatted.csv] as nutrients WHERE   = nutrients.station AND  1341ls.[Depth..m.] = nutrients.[Depth..m.]",Missing Column,1341ls.station,{'1341ls.station': 48},560,SELECT
"SELECT  ROW_NUMBER() OVER (PARTITION BY TAIL_NUM ORDER BY  YEAR,  MONTH,  DAY_OF_MONTH,  ARR_TIME) ID,  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM, DATEFROMPARTS(YEAR,  MONTH,  DAY_OF_MONTH) DATE, CARRIER,  DEP_TIME,  ARR_TIME,  DISTANCE,  AIR_TIME FROM  [372].[flights09] WHERE  TAIL_NUM != ''","SELECT  ROW_NUMBER() OVER (PARTITION BY TAIL_NUM ORDER BY  YEAR,  MONTH,  DAY_OF_MONTH,  ARR_TIME) ID,  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM, DATEFROMPARTS(YEAR,  MONTH,  DAY_OF_MONTH) DATE, CARRIER,  DEP_TIME,  ARR_TIME,  DISTANCE,  AIR_TIME FROM  [372].[flights09] WHERE   != ''",Missing Column,TAIL_NUM,{'TAIL_NUM': 6},285,SELECT
"SELECT  survey_institution, offers_total,  app_total, (app_total / offers_total) as fraction_offers",No modification,N/A,N/A,{},99,SELECT
SELECT  * FROM  [823].[uniqueSPIDs_fromDAVIDEnrichmentoutput.txt],No modification,N/A,N/A,{},65,SELECT
SELECT   survey_institution FROM  [813].[oser11.csv] WHERE  app_bio_total > 40,SELECT    FROM  [813].[oser11.csv] WHERE  app_bio_total > 40,Missing Column,survey_institution,{'survey_institution': 2},78,SELECT
"SELECT seqname, start as CpG_pos, score, SPID, term, GOSlim_bin, aspect, mRNA.column5 - mRNA.column4 as mRNA_length"," seqname, start as CpG_pos, score, SPID, term, GOSlim_bin, aspect, mRNA.column5 - mRNA.column4 as mRNA_length",Missing Keywords,SELECT,{'SELECT': 1},115,SELECT
"SELECT  p.DEST,  c.ORIGIN,  p.ARR_TIME FROM  [372].[flights09_part] AS c JOIN (SELECT  TOP 1 * FROM  [372].[flights09_part] ORDER BY  DATE,  ARR_TIME DESC) AS p ON p.TAIL_NUM = c.TAIL_NUM AND  (p.DATE < c.date OR  (p.DATE = c.DATE AND  p.ARR_TIME <= c.DEP_TIME)) WHERE  p.DEST != c.ORIGIN",No modification,N/A,N/A,{},288,SELECT
SELECT  * FROM  [1314howe].[UW 2010 Salaries] WHERE  1=1 --AND  job_title like '%RESEARCH%EER %PRINC%' AND  job_title like '%SOFTWARE%' --AND  salary > 60000 ORDER BY  salary DESC,No modification,N/A,N/A,{},179,SELECT
SELECT  * FROM  [1314howe].[table_Hoodcanal2011corrected.xlsx_May-09.csv] UNION SELECT  * FROM  [1314howe].[table_Hoodcanal2011corrected.xlsx_August-08.csv],SELECT  *   [1314howe].[table_Hoodcanal2011corrected.xlsx_May-09.csv] UNION SELECT  * FROM  [1314howe].[table_Hoodcanal2011corrected.xlsx_August-08.csv],Missing Keywords,FROM,{'FROM': 3},156,SELECT
"SELECT  * FROM  [1314howe].[UW employees,  salary and department] WHERE  title like '%PRINCIPAL%' ORDER BY  salary*12 desc","SELECT   FROM  [1314howe].[UW employees,  salary and department] WHERE  title like '%PRINCIPAL%' ORDER BY  salary*12 desc",Missing Column,*,{'*': 2},122,SELECT
Select Sum (mCpGcount) FROM  [1123].[fish546TJGR_CDS_int_mCpG_2],Select (mCpGcount) FROM  [1123].[fish546TJGR_CDS_int_mCpG_2],Missing Function,Sum ,{'Sum:2},64,SELECT
"SELECT  Count (*) From ( SELECT * FROM  [1123].[BiGo_mito_cleam] where context like '__CT_' --modified respectively for CA,  CT,  CC and CT_Count >= 5 and ratio > 0) --modified respectively for zero methylation (= 0.000 ) betty","SELECT  Count (*) From ( SELECT * FROM  [1123].[BiGo_mito_cleam] where  like '__CT_' --modified respectively for CA,  CT,  CC and CT_Count >= 5 and ratio > 0) --modified respectively for zero methylation (= 0.000 ) betty",Missing Column,context,{'context': 11},227,SELECT
SELECT  * FROM  [446].[uw_salaries_2011.txt] WHERE  Column6 IS NULL,SELECT  * FROM  [446].[uw_salaries_2011.txt] WHERE   IS NULL,Missing Column,Column6,{'Column6': 6},67,SELECT
SELECT  * FROM  [1314howe].[categorized_fat_with_calories] ORDER BY  [total fat]*9/[TOTAL CALOR IES] desc,No modification,N/A,N/A,{},105,SELECT
select * from 1314howe.ht_screening_results where [Clone_name] like '%AnphA%', * from 1314howe.ht_screening_results where [Clone_name] like '%AnphA%',Missing Keywords,select,{'select': 1},77,SELECT
SELECT  * FROM  [823].[GenesOnArray_SPIDs_only_1.csv] left join [823].[TJGR_Gene_SPID_evalue_Description.txt] on [823].[TJGR_Gene_SPID_evalue_Description.txt].[Column1]=[GenesOnArray_SPIDs_only_1.csv].[Column1],No modification,N/A,N/A,{},210,SELECT
select (1.1),No modification,N/A,N/A,{},12,SELECT
"SELECT  x % 103 AS bucket,  SUM(sumdegree) AS edges FROM  [354].[twitter_rv.6200000.sumdegree] GROUP BY  (x % 103) ORDER BY  edges desc","SELECT  x % 103 AS bucket,  SUM(sumdegree) AS edges FROM  [354].[twitter_rv.6200000.sumdegree] GROUP BY  (x % 103)  BY  edges desc",Missing Keywords,ORDER,{'ORDER:23},135,SELECT
"WITH  data (species,  latitude,  longitude) AS (SELECT  * from [690].[All3col]),  bounds (minLat, minLong, maxLat, maxLong) AS (SELECT  min(latitude), min(longitude), max(latitude), max(longitude) FROM  data) SELECT  * FROM  bounds","WITH  data (species,  latitude,  longitude) AS (SELECT  * from [690].[All3col]),  bounds (minLat, minLong, maxLat, maxLong) AS (SELECT  min(latitude), min(longitude), max(latitude), max(longitude) FROM  data) SELECT   FROM  bounds",Missing Column,*,{'*': 8},231,OTHER
"select category from ( SELECT  case when budget = 'Moore' then 'Moore/Sloan' when budget = 'Sloan' then 'Moore/Sloan' else budget end as budget ,  case when Description Like '%Faculty:%' and category_label = 'Salaries' then 'Faculty' when Description Like '%Faculty:%' and category_label = 'Benefits' then 'Faculty' when Description Like '%tudents%' and category_label = 'Salaries' then 'Students' when Description Like '%tudents%' and category_label = 'Benefits' then 'Students' when Description Like '%ost-doc%' and category_label = 'Benefits' then 'Postdoc' when Description Like '%ost-doc%' and category_label = 'Salaries' then 'Postdoc' when Description Like '%Pro Staff%' and category_label = 'Salaries' then 'Research Staff' when Description Like '%Pro Staff%' and category_label = 'Benefits' then 'Research Staff' when Description Like '%Admin Pro%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Admin Pro%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Classified Staff%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Classified Staff%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Bill%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Bill%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%visiting%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%visiting%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Chance%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Chance%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Hyak%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Hyak%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Hourly%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Hourly%' and category_label = 'Benefits' then 'Admin Staff' when category_label = 'Consulting' or category_label = 'Equipment' or category_label = 'Supplies' or category_label = 'Contractual Services' or category_label='Recharge' then 'Other' else category_label end as category ,  Description ,  case when len(INV_Date) <2 then NULL when PO_Invoice = 'CR3566' then '9/1/2015' else cast(inv_date as date) end as inv_date ,  cast(case when BAR_Amt is null then Encumbered else BAR_Amt end as float) as amount ,  cd,  PO_Invoice,  Encumbered FROM  [1314howe].[ALL_Operations_Details.csv] ) x group by category","select category from ( SELECT  case when budget = 'Moore' then 'Moore/Sloan' when budget = 'Sloan' then 'Moore/Sloan' else budget end as budget ,  case when  Like '%Faculty:%' and category_label = 'Salaries' then 'Faculty' when Description Like '%Faculty:%' and category_label = 'Benefits' then 'Faculty' when Description Like '%tudents%' and category_label = 'Salaries' then 'Students' when Description Like '%tudents%' and category_label = 'Benefits' then 'Students' when Description Like '%ost-doc%' and category_label = 'Benefits' then 'Postdoc' when Description Like '%ost-doc%' and category_label = 'Salaries' then 'Postdoc' when Description Like '%Pro Staff%' and category_label = 'Salaries' then 'Research Staff' when Description Like '%Pro Staff%' and category_label = 'Benefits' then 'Research Staff' when Description Like '%Admin Pro%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Admin Pro%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Classified Staff%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Classified Staff%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Bill%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Bill%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%visiting%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%visiting%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Chance%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Chance%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Hyak%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Hyak%' and category_label = 'Benefits' then 'Admin Staff' when Description Like '%Hourly%' and category_label = 'Salaries' then 'Admin Staff' when Description Like '%Hourly%' and category_label = 'Benefits' then 'Admin Staff' when category_label = 'Consulting' or category_label = 'Equipment' or category_label = 'Supplies' or category_label = 'Contractual Services' or category_label='Recharge' then 'Other' else category_label end as category ,  Description ,  case when len(INV_Date) <2 then NULL when PO_Invoice = 'CR3566' then '9/1/2015' else cast(inv_date as date) end as inv_date ,  cast(case when BAR_Amt is null then Encumbered else BAR_Amt end as float) as amount ,  cd,  PO_Invoice,  Encumbered FROM  [1314howe].[ALL_Operations_Details.csv] ) x group by category",Missing Column,Description,{'Description': 27},2567,SELECT
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [412].[103B_245_01.txt] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[103B_245_01.txt].proteinCG245_01 LEFT JOIN  [412].[103B_245_02.txt] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[103B_245_02.txt].proteinCG245_02 LEFT JOIN  [412].[103B_245_03.txt] ON [412].[all sequenced proteins all treatments.txt].[All Proteins]=[412].[103B_245_03.txt].proteinCG245_03,No modification,N/A,N/A,{},494,SELECT
SELECT  * FROM  [1010].[birds.csv] ORDER BY  Longitude,SELECT  *   [1010].[birds.csv] ORDER BY  Longitude,Missing Keywords,FROM,{'FROM': 3},54,SELECT
SELECT  * FROM  [TEST prot pep IDs] WHERE  [peptide sequence] IN (SELECT  [peptide sequence] FROM  [412].[TEST prot pep IDs] GROUP BY  [peptide sequence] HAVING COUNT (*) < 2),SELECT  * FROM  [TEST prot pep IDs]   [peptide sequence] IN (SELECT  [peptide sequence] FROM  [412].[TEST prot pep IDs] GROUP BY  [peptide sequence] HAVING COUNT (*) < 2),Missing Keywords,WHERE,{'WHERE': 8},175,SELECT
"SELECT  distinct n.isolate_id,  s.subject_ids,  n.sub_bag_no,  n.sub_q,  n.date,  n.date_trashed,  n.cp_q,  n.cp_bag_no,  n.date_2,  n.date_trashed_2,  n.to_be_regrown,  n.arc1327e_q,  a.concat_arc1327e_boxes,  l.concat_locations,  ad.concat_arc1327e_dates,  n.notes FROM  [table_nearly_winnowed_subqry.csv] n full outer join [table_isol_concat_subj_id.csv] s on (s.isolate_id = n.isolate_id) full outer join [table_isol_concat_arch_box.csv] a on (a.isolate_id = n.isolate_id) full outer join [table_isol_concat_locn.csv] l on (l.isolate_id = n.isolate_id) full outer join [table_isol_concat_arch_date.csv] ad on (ad.isolate_id = n.isolate_id)","SELECT  distinct n.isolate_id,  s.subject_ids,  n.sub_bag_no,  n.sub_q,  n.date,  n.date_trashed,  n.cp_q,  n.cp_bag_no,  n.date_2,  ,  n.to_be_regrown,  n.arc1327e_q,  a.concat_arc1327e_boxes,  l.concat_locations,  ad.concat_arc1327e_dates,  n.notes FROM  [table_nearly_winnowed_subqry.csv] n full outer join [table_isol_concat_subj_id.csv] s on (s.isolate_id = n.isolate_id) full outer join [table_isol_concat_arch_box.csv] a on (a.isolate_id = n.isolate_id) full outer join [table_isol_concat_locn.csv] l on (l.isolate_id = n.isolate_id) full outer join [table_isol_concat_arch_date.csv] ad on (ad.isolate_id = n.isolate_id)",Missing Column,n.date_trashed_2,{'n.date_trashed_2': 12},643,SELECT
SELECT  COUNT(*) FROM  [1002].[Tokyo_0_merged.csv] where timestamp='SATSLF0086',No modification,N/A,N/A,{},79,SELECT
SELECT  COUNT (*) FROM ( SELECT  * FROM  [1123].[_BiGoM3cg5],No modification,N/A,N/A,{},60,SELECT
SELECT  * FROM  [412].[table_lowco2 spec counts background.txt] INNER JOIN  [412].[table_Cg proteome db evalue -10.txt] ON [412].[table_lowco2 spec counts background.txt].protein=[412].[table_Cg proteome db evalue -10.txt].Protein,No modification,N/A,N/A,{},230,SELECT
SELECT  * FROM  [826].[PmUreaSigDEonly_Cyame_Ectsi] de left join [826].[PnESTs_annotate_Fracy_ecpathwayinfo] annotate on de.Urea_TranscriptID = annotate.query_id,No modification,N/A,N/A,{},161,SELECT
SELECT  * FROM  [1314howe].[counter_profile_barrier] WHERE  source = 'barrier',No modification,N/A,N/A,{},78,SELECT
SELECT  * FROM  [1059].[table_sfl.csv7A9FF] WHERE  lon > -157.5,No modification,N/A,N/A,{},63,SELECT
SELECT  * FROM  [823].[CGbigill5x_asgff] where score like '__',No modification,N/A,N/A,{},62,SELECT
"SELECT  system_key,  dept_abbrev,  course_number ,  cast('1/' + cast(tran_qtr as varchar) + '/' + cast(tran_yr as varchar) as date) as start_date ,  tran_qtr,  tran_yr ,  cast(grade as int) ,  s1_gender,  class FROM  [1314howe].[table_amath_analysis.csv]",No modification,N/A,N/A,{},254,SELECT
SELECT  * FROM  [826].[PmUreaSigDEonly05pvaluecutoff.txt] de left join [826].[PnESTs_annotate_Cyame_annotations] annotate on de.Urea_TranscriptID = annotate.query_id,  * FROM  [826].[PmUreaSigDEonly05pvaluecutoff.txt] de left join [826].[PnESTs_annotate_Cyame_annotations] annotate on de.Urea_TranscriptID = annotate.query_id,Missing Keywords,SELECT,{'SELECT': 1},165,SELECT
"SELECT  * FROM  ( SELECT  sql_query,  sql_query_hash ,  x_col_name,  y_col_name ,  vizlet_type ,  row_number() over (partition by sql_query,  sql_query_hash,  x_col_name,  y_col_name order by score desc) as rnk FROM  [1314howe].[Vizlet Scores] --GROUP BY  sql_query,  sql_query_hash,  x_col_name,  y_col_name ) x WHERE  x.rnk = 1","SELECT  * FROM  ( SELECT  sql_query,  sql_query_hash ,  x_col_name,  y_col_name ,  vizlet_type ,  () over (partition by sql_query,  sql_query_hash,  x_col_name,  y_col_name order by score desc) as rnk FROM  [1314howe].[Vizlet Scores] --GROUP BY  sql_query,  sql_query_hash,  x_col_name,  y_col_name ) x WHERE  x.rnk = 1",Missing Function,row_number,{'row_number': 14},329,SELECT
"SELECT  c.DEST,  n.ORIGIN,  c.ARR_TIME,  n.DEP_TIME FROM  [372].[flights09_part] c JOIN [372].[flights09_part] n ON c.TAIL_NUM = n.TAIL_NUM AND  (c.DATE < n.DATE OR  (c.DATE = n.DATE AND  c.ARR_TIME <= n.DEP_TIME)) AND  c.DEST != n.ORIGIN","SELECT  c.DEST,  .ORIGIN,  c.ARR_TIME,  n.DEP_TIME FROM  [372].[flights09_part] c JOIN [372].[flights09_part] n ON c.TAIL_NUM = n.TAIL_NUM AND  (c.DATE < n.DATE OR  (c.DATE = n.DATE AND  c.ARR_TIME <= n.DEP_TIME)) AND  c.DEST != n.ORIGIN",Missing ALLIAS,n,{'n': 11},238,SELECT
"SELECT  count(*) FROM  ( SELECT  fs.sql_query,  vs.query_hash,  vs.x_col,  vs.y_col,  vs.vizlet_type,  count(*) as score FROM  [1307].[vizlets_28nov11_16h16m43s_every_displayed_vizlet.csv] vs LEFT OUTER JOIN  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] fs ON (vs.query_hash = fs.sql_query_hash and vs.x_col = fs.x_col_name and vs.y_col = fs.y_col_name and vs.vizlet_type = fs.vizlet_type) WHERE   1=1 GROUP BY  fs.sql_query,  vs.query_hash,  vs.x_col,  vs.y_col,  vs.vizlet_type --ORDER BY  count(*) desc --  ) z","SELECT  count(*) FROM  ( SELECT  fs.sql_query,  vs.query_hash,  vs.x_col,  vs.y_col,  vs.vizlet_type,  count(*) as score FROM  [1307].[vizlets_28nov11_16h16m43s_every_displayed_vizlet.csv] vs LEFT OUTER JOIN  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] fs ON (vs.query_hash = fs.sql_query_hash and vs.x_col = fs.x_col_name and vs.y_col = fs.y_col_name and vs.vizlet_type = fs.vizlet_type) WHERE   =1 GROUP BY  fs.sql_query,  vs.query_hash,  vs.x_col,  vs.y_col,  vs.vizlet_type --ORDER BY  count(*) desc --  ) z",Missing Value,1,{'1': 15},534,SELECT
